id,n1_id,n2_id,length,voltage
1,1,2,7203.67585879,220000
2,1,3,30936.5111838,220000
3,4,5,146.247455083,220000
4,4,6,41149.7711519,220000
5,4,7,28478.3825993,220000
6,4,8,14498.739846,220000
7,4,9,59120.8484935,220000
8,10,11,5060.21533716,220000
9,10,12,3135.66410205,220000
10,13,14,9081.36850474,220000
11,13,15,7837.493638,220000
12,13,16,44247.7492018,220000
13,17,18,5033.31986506,220000
14,9,19,69366.0606098,220000
15,9,20,99392.1158733,220000
16,9,21,18965.3946182,220000
17,3,22,3126.79540747,220000
18,3,23,107255.26559,220000
19,24,23,84389.1375595,220000
20,24,25,34217.65751,220000
21,24,18,43976.1883308,220000
22,26,27,25741.7222384,220000
23,20,23,67688.8954427,220000
24,20,28,27759.6460078,220000
25,29,30,16906.7382353,220000
26,28,31,60301.8145746,220000
27,32,33,84183.7205733,220000
28,34,35,24435.9170707,220000
29,34,33,60824.189652,220000
30,18,30,47639.2302615,220000
31,16,27,33333.1178402,220000
32,6,36,48686.9421785,220000
33,37,15,27433.4010033,220000
34,38,39,9015.31775286,220000
35,38,40,21258.4353156,220000
36,31,30,38736.31693,220000
37,31,41,45393.5125158,220000
38,12,30,42917.7730366,220000
39,15,39,89456.5293761,220000
40,15,42,35726.4426007,220000
41,27,42,18741.6276288,220000
42,43,44,17628.1356949,220000
43,43,39,29529.3364454,220000
44,42,45,9226.46516447,220000
45,36,46,52.7238628579,220000
46,44,39,47117.217509,220000
47,45,47,9548.57838216,220000
48,48,49,28689.9494214,380000
49,48,30,50984.4328773,380000
50,48,12,101788.428966,380000
51,48,31,26356.7594668,380000
52,9,50,3458.26287815,380000
53,3,51,12550.2537138,380000
54,3,42,69210.6208802,380000
55,3,6,16996.2010835,380000
56,52,53,6047.569585,380000
57,52,54,16695.238985,380000
58,52,55,37326.9416149,380000
59,52,12,13976.2720654,380000
60,24,55,585.250091571,380000
61,56,30,8982.90166043,380000
62,57,58,57262.0132282,380000
63,57,50,97951.6105833,380000
64,59,31,5996.56755431,380000
65,59,60,3318.81574082,380000
66,61,12,112.16992241,380000
67,15,39,88898.8462106,380000
68,55,33,45350.3829392,380000
